answers,resps,success
D,B,True
A,A,True
D,D,True
C,D,True
A,A,True
D,D,True
B,D,True
C,B,True
A,C,True
B,B,True
D,D,True
D,D,True
A,A,True
B,B,True
D,A,True
B,C,True
D,D,True
A,A,True
C,C,True
B,B,True
D,D,True
A,C,True
D,D,True
D,B,True
C,C,True
D,B,True
A,D,True
B,B,True
C,C,True
B,B,True
B,B,True
B,C,True
D,D,True
C,C,True
A,B,True
B,D,True
C,C,True
C,C,True
C,C,True
B,A,True
D,D,True
C,C,True
B,C,True
C,A,True
B,B,True
C,D,True
C,C,True
C,B,True
A,A,True
C,C,True
C,D,True
A,B,True
C,C,True
B,C,True
C,C,True
C,C,True
B,B,True
C,B,True
A,B,True
A,B,True
D,B,True
D,D,True
C,D,True
C,C,True
B,B,True
B,B,True
A,B,True
B,B,True
B,B,True
C,C,True
C,C,True
B,B,True
C,D,True
B,C,True
C,C,True
C,C,True
D,C,True
D,D,True
C,D,True
A,D,True
A,B,True
D,D,True
D,D,True
A,D,True
C,C,True
C,B,True
C,D,True
D,D,True
B,B,True
C,C,True
C,B,True
B,B,True
D,A,True
A,A,True
D,A,True
D,D,True
D,C,True
B,B,True
D,D,True
B,B,True
A,B,True
A,C,True
A,B,True
C,B,True
B,D,True
B,A,True
A,A,True
D,A,True
D,D,True
A,C,True
B,C,True
B,B,True
A,C,True
B,C,True
D,C,True
C,C,True
B,B,True
B,C,True
B,A,True
C,C,True
C,C,True
D,C,True
B,A,True
C,C,True
A,A,True
B,B,True
A,A,True
A,B,True
C,C,True
A,A,True
D,D,True
C,A,True
B,B,True
D,A,True
D,D,True
B,D,True
C,C,True
C,D,True
C,B,True
B,B,True
C,C,True
D,C,True
C,C,True
A,A,True
B,B,True
B,B,True
B,D,True
C,C,True
A,A,True
B,D,True
C,D,True
B,B,True
D,C,True
B,B,True
A,A,True
C,A,True
B,A,True
C,B,True
C,C,True
C,C,True
A,A,True
B,C,True
B,B,True
D,D,True
D,D,True
D,B,True
A,C,True
D,D,True
C,C,True
B,B,True
D,B,True
D,D,True
C,A,True
D,D,True
D,B,True
B,B,True
C,C,True
C,C,True
C,C,True
A,A,True
D,D,True
D,B,True
B,B,True
